d_date_sk,d_year,d_dow,d_moy,d_dom,d_qoy,d_holiday,d_weekend
2454631,2008,5,6,13,2,"N","Y"
2454638,2008,5,6,20,2,"N","Y"
2454645,2008,5,6,27,2,"N","Y"
2454988,2009,5,6,5,2,"N","Y"
2454995,2009,5,6,12,2,"N","Y"
2455002,2009,5,6,19,2,"N","Y"
2455009,2009,5,6,26,2,"N","Y"
2455352,2010,5,6,4,2,"N","Y"
2455359,2010,5,6,11,2,"N","Y"
2455366,2010,5,6,18,2,"N","Y"
2455373,2010,5,6,25,2,"N","Y"
2455716,2011,5,6,3,2,"N","Y"
2455723,2011,5,6,10,2,"N","Y"
2455730,2011,5,6,17,2,"N","Y"
2455737,2011,5,6,24,2,"N","Y"
2456080,2012,5,6,1,2,"N","Y"
2456087,2012,5,6,8,2,"N","Y"
2456094,2012,5,6,15,2,"N","Y"
2456101,2012,5,6,22,2,"N","Y"
2456108,2012,5,6,29,2,"N","Y"
2456451,2013,5,6,7,2,"N","Y"
2456458,2013,5,6,14,2,"N","Y"
2456465,2013,5,6,21,2,"N","Y"
2456472,2013,5,6,28,2,"N","Y"
2456815,2014,5,6,6,2,"N","Y"
2456822,2014,5,6,13,2,"N","Y"
2456829,2014,5,6,20,2,"N","Y"
2456836,2014,5,6,27,2,"N","Y"
2457179,2015,5,6,5,2,"N","Y"
2457186,2015,5,6,12,2,"N","Y"
2457193,2015,5,6,19,2,"N","Y"
2457200,2015,5,6,26,2,"N","Y"
2457543,2016,5,6,3,2,"N","Y"
2457550,2016,5,6,10,2,"N","Y"
2457557,2016,5,6,17,2,"N","Y"
2457564,2016,5,6,24,2,"N","Y"
2457907,2017,5,6,2,2,"N","Y"
2457914,2017,5,6,9,2,"N","Y"
2457921,2017,5,6,16,2,"N","Y"
2457928,2017,5,6,23,2,"N","Y"
2457935,2017,5,6,30,2,"N","Y"
2458271,2018,5,6,1,2,"N","Y"
2458278,2018,5,6,8,2,"N","Y"
2458285,2018,5,6,15,2,"N","Y"
2458292,2018,5,6,22,2,"N","Y"
2458299,2018,5,6,29,2,"N","Y"
2458642,2019,5,6,7,2,"N","Y"
2458649,2019,5,6,14,2,"N","Y"
2458656,2019,5,6,21,2,"N","Y"
2458663,2019,5,6,28,2,"N","Y"
2459006,2020,5,6,5,2,"N","Y"
2459013,2020,5,6,12,2,"N","Y"
2459020,2020,5,6,19,2,"N","Y"
2459027,2020,5,6,26,2,"N","Y"
2459370,2021,5,6,4,2,"N","Y"
2459377,2021,5,6,11,2,"N","Y"
2459384,2021,5,6,18,2,"N","Y"
2459391,2021,5,6,25,2,"N","Y"
2459734,2022,5,6,3,2,"N","Y"
2459741,2022,5,6,10,2,"N","Y"
2459748,2022,5,6,17,2,"N","Y"
2459755,2022,5,6,24,2,"N","Y"
2460098,2023,5,6,2,2,"N","Y"
2460105,2023,5,6,9,2,"N","Y"
2460112,2023,5,6,16,2,"N","Y"
2460119,2023,5,6,23,2,"N","Y"
2460126,2023,5,6,30,2,"N","Y"
2460469,2024,5,6,7,2,"N","Y"
2460476,2024,5,6,14,2,"N","Y"
2460483,2024,5,6,21,2,"N","Y"
2460490,2024,5,6,28,2,"N","Y"
2460833,2025,5,6,6,2,"N","Y"
2460840,2025,5,6,13,2,"N","Y"
2460847,2025,5,6,20,2,"N","Y"
2460854,2025,5,6,27,2,"N","Y"
2461197,2026,5,6,5,2,"N","Y"
2461204,2026,5,6,12,2,"N","Y"
2461211,2026,5,6,19,2,"N","Y"
2461218,2026,5,6,26,2,"N","Y"
2461561,2027,5,6,4,2,"N","Y"
2461568,2027,5,6,11,2,"N","Y"
2461575,2027,5,6,18,2,"N","Y"
2461582,2027,5,6,25,2,"N","Y"
2461925,2028,5,6,2,2,"N","Y"
2461932,2028,5,6,9,2,"N","Y"
2461939,2028,5,6,16,2,"N","Y"
2461946,2028,5,6,23,2,"N","Y"
2461953,2028,5,6,30,2,"N","Y"
2462289,2029,5,6,1,2,"N","Y"
2462296,2029,5,6,8,2,"N","Y"
2462303,2029,5,6,15,2,"N","Y"
2462310,2029,5,6,22,2,"N","Y"
2462317,2029,5,6,29,2,"N","Y"
2462660,2030,5,6,7,2,"N","Y"
2462667,2030,5,6,14,2,"N","Y"
2462674,2030,5,6,21,2,"N","Y"
2462681,2030,5,6,28,2,"N","Y"
2463024,2031,5,6,6,2,"N","Y"
2463031,2031,5,6,13,2,"N","Y"
2463038,2031,5,6,20,2,"N","Y"
2463045,2031,5,6,27,2,"N","Y"
2463388,2032,5,6,4,2,"N","Y"
2463395,2032,5,6,11,2,"N","Y"
2463402,2032,5,6,18,2,"N","Y"
2463409,2032,5,6,25,2,"N","Y"
2463752,2033,5,6,3,2,"N","Y"
2463759,2033,5,6,10,2,"N","Y"
2463766,2033,5,6,17,2,"N","Y"
2463773,2033,5,6,24,2,"N","Y"
2464116,2034,5,6,2,2,"N","Y"
2464123,2034,5,6,9,2,"N","Y"
2464130,2034,5,6,16,2,"N","Y"
2464137,2034,5,6,23,2,"N","Y"
2464144,2034,5,6,30,2,"N","Y"
2464480,2035,5,6,1,2,"N","Y"
2464487,2035,5,6,8,2,"N","Y"
2464494,2035,5,6,15,2,"N","Y"
2464501,2035,5,6,22,2,"N","Y"
2464508,2035,5,6,29,2,"N","Y"
2464851,2036,5,6,6,2,"N","Y"
2464858,2036,5,6,13,2,"N","Y"
2464865,2036,5,6,20,2,"N","Y"
2464872,2036,5,6,27,2,"N","Y"
2465215,2037,5,6,5,2,"N","Y"
2465222,2037,5,6,12,2,"N","Y"
2465229,2037,5,6,19,2,"N","Y"
2465236,2037,5,6,26,2,"N","Y"
2465579,2038,5,6,4,2,"N","Y"
2465586,2038,5,6,11,2,"N","Y"
2465593,2038,5,6,18,2,"N","Y"
2465600,2038,5,6,25,2,"N","Y"
2465943,2039,5,6,3,2,"N","Y"
2465950,2039,5,6,10,2,"N","Y"
2465957,2039,5,6,17,2,"N","Y"
2465964,2039,5,6,24,2,"N","Y"
2466307,2040,5,6,1,2,"N","Y"
2466314,2040,5,6,8,2,"N","Y"
2466321,2040,5,6,15,2,"N","Y"
2466328,2040,5,6,22,2,"N","Y"
2466335,2040,5,6,29,2,"N","Y"
2466678,2041,5,6,7,2,"N","Y"
2466685,2041,5,6,14,2,"N","Y"
2466692,2041,5,6,21,2,"N","Y"
2466699,2041,5,6,28,2,"N","Y"
2467042,2042,5,6,6,2,"N","Y"
2467049,2042,5,6,13,2,"N","Y"
2467056,2042,5,6,20,2,"N","Y"
2467063,2042,5,6,27,2,"N","Y"
2467406,2043,5,6,5,2,"N","Y"
2467413,2043,5,6,12,2,"N","Y"
2467420,2043,5,6,19,2,"N","Y"
2467427,2043,5,6,26,2,"N","Y"
2467770,2044,5,6,3,2,"N","Y"
2467777,2044,5,6,10,2,"N","Y"
2467784,2044,5,6,17,2,"N","Y"
2467791,2044,5,6,24,2,"N","Y"
2468134,2045,5,6,2,2,"N","Y"
2468141,2045,5,6,9,2,"N","Y"
2468148,2045,5,6,16,2,"N","Y"
2468155,2045,5,6,23,2,"N","Y"
2468162,2045,5,6,30,2,"N","Y"
2468498,2046,5,6,1,2,"N","Y"
2468505,2046,5,6,8,2,"N","Y"
2468512,2046,5,6,15,2,"N","Y"
2468519,2046,5,6,22,2,"N","Y"
2468526,2046,5,6,29,2,"N","Y"
2468869,2047,5,6,7,2,"N","Y"
2468876,2047,5,6,14,2,"N","Y"
2468883,2047,5,6,21,2,"N","Y"
2468890,2047,5,6,28,2,"N","Y"
2469233,2048,5,6,5,2,"N","Y"
2469240,2048,5,6,12,2,"N","Y"
2469247,2048,5,6,19,2,"N","Y"
2469254,2048,5,6,26,2,"N","Y"
2469597,2049,5,6,4,2,"N","Y"
2469604,2049,5,6,11,2,"N","Y"
2469611,2049,5,6,18,2,"N","Y"
2469618,2049,5,6,25,2,"N","Y"
2469961,2050,5,6,3,2,"N","Y"
2469968,2050,5,6,10,2,"N","Y"
2469975,2050,5,6,17,2,"N","Y"
2469982,2050,5,6,24,2,"N","Y"
2470325,2051,5,6,2,2,"N","Y"
2470332,2051,5,6,9,2,"N","Y"
2470339,2051,5,6,16,2,"N","Y"
2470346,2051,5,6,23,2,"N","Y"
2470353,2051,5,6,30,2,"N","Y"
2470696,2052,5,6,7,2,"N","Y"
2470703,2052,5,6,14,2,"N","Y"
2470710,2052,5,6,21,2,"N","Y"
2470717,2052,5,6,28,2,"N","Y"
2471060,2053,5,6,6,2,"N","Y"
2471067,2053,5,6,13,2,"N","Y"
2471074,2053,5,6,20,2,"N","Y"
2471081,2053,5,6,27,2,"N","Y"
2471424,2054,5,6,5,2,"N","Y"
2471431,2054,5,6,12,2,"N","Y"
2471438,2054,5,6,19,2,"N","Y"
2471445,2054,5,6,26,2,"N","Y"
2471788,2055,5,6,4,2,"N","Y"
2471795,2055,5,6,11,2,"N","Y"
2471802,2055,5,6,18,2,"N","Y"
2471809,2055,5,6,25,2,"N","Y"
2472152,2056,5,6,2,2,"N","Y"
2472159,2056,5,6,9,2,"N","Y"
2472166,2056,5,6,16,2,"N","Y"
2472173,2056,5,6,23,2,"N","Y"
2472180,2056,5,6,30,2,"N","Y"
2472516,2057,5,6,1,2,"N","Y"
2472523,2057,5,6,8,2,"N","Y"
2472530,2057,5,6,15,2,"N","Y"
2472537,2057,5,6,22,2,"N","Y"
2472544,2057,5,6,29,2,"N","Y"
2472887,2058,5,6,7,2,"N","Y"
2472894,2058,5,6,14,2,"N","Y"
2472901,2058,5,6,21,2,"N","Y"
2472908,2058,5,6,28,2,"N","Y"
2473251,2059,5,6,6,2,"N","Y"
2473258,2059,5,6,13,2,"N","Y"
2473265,2059,5,6,20,2,"N","Y"
2473272,2059,5,6,27,2,"N","Y"
2473615,2060,5,6,4,2,"N","Y"
2473622,2060,5,6,11,2,"N","Y"
2473629,2060,5,6,18,2,"N","Y"
2473636,2060,5,6,25,2,"N","Y"
2473979,2061,5,6,3,2,"N","Y"
2473986,2061,5,6,10,2,"N","Y"
2473993,2061,5,6,17,2,"N","Y"
2474000,2061,5,6,24,2,"N","Y"
2474343,2062,5,6,2,2,"N","Y"
2474350,2062,5,6,9,2,"N","Y"
2474357,2062,5,6,16,2,"N","Y"
2474364,2062,5,6,23,2,"N","Y"
2474371,2062,5,6,30,2,"N","Y"
2474707,2063,5,6,1,2,"N","Y"
2474714,2063,5,6,8,2,"N","Y"
2474721,2063,5,6,15,2,"N","Y"
2474728,2063,5,6,22,2,"N","Y"
2474735,2063,5,6,29,2,"N","Y"
2475078,2064,5,6,6,2,"N","Y"
2475085,2064,5,6,13,2,"N","Y"
2475092,2064,5,6,20,2,"N","Y"
2475099,2064,5,6,27,2,"N","Y"
2475442,2065,5,6,5,2,"N","Y"
2475449,2065,5,6,12,2,"N","Y"
2475456,2065,5,6,19,2,"N","Y"
2475463,2065,5,6,26,2,"N","Y"
2475806,2066,5,6,4,2,"N","Y"
2475813,2066,5,6,11,2,"N","Y"
2475820,2066,5,6,18,2,"N","Y"
2475827,2066,5,6,25,2,"N","Y"
2476170,2067,5,6,3,2,"N","Y"
2476177,2067,5,6,10,2,"N","Y"
2476184,2067,5,6,17,2,"N","Y"
2476191,2067,5,6,24,2,"N","Y"
2476534,2068,5,6,1,2,"N","Y"
2476541,2068,5,6,8,2,"N","Y"
2476548,2068,5,6,15,2,"N","Y"
2476555,2068,5,6,22,2,"N","Y"
2476562,2068,5,6,29,2,"N","Y"
2476905,2069,5,6,7,2,"N","Y"
2476912,2069,5,6,14,2,"N","Y"
2476919,2069,5,6,21,2,"N","Y"
2476926,2069,5,6,28,2,"N","Y"
2477269,2070,5,6,6,2,"N","Y"
2477276,2070,5,6,13,2,"N","Y"
2477283,2070,5,6,20,2,"N","Y"
2477290,2070,5,6,27,2,"N","Y"
2477633,2071,5,6,5,2,"N","Y"
2477640,2071,5,6,12,2,"N","Y"
2477647,2071,5,6,19,2,"N","Y"
2477654,2071,5,6,26,2,"N","Y"
2477997,2072,5,6,3,2,"N","Y"
2478004,2072,5,6,10,2,"N","Y"
2478011,2072,5,6,17,2,"N","Y"
2478018,2072,5,6,24,2,"N","Y"
2478361,2073,5,6,2,2,"N","Y"
2478368,2073,5,6,9,2,"N","Y"
2478375,2073,5,6,16,2,"N","Y"
2478382,2073,5,6,23,2,"N","Y"
2478389,2073,5,6,30,2,"N","Y"
2478725,2074,5,6,1,2,"N","Y"
2478732,2074,5,6,8,2,"N","Y"
2478739,2074,5,6,15,2,"N","Y"
2478746,2074,5,6,22,2,"N","Y"
2478753,2074,5,6,29,2,"N","Y"
2479096,2075,5,6,7,2,"N","Y"
2479103,2075,5,6,14,2,"N","Y"
2479110,2075,5,6,21,2,"N","Y"
2479117,2075,5,6,28,2,"N","Y"
2479460,2076,5,6,5,2,"N","Y"
2479467,2076,5,6,12,2,"N","Y"
2479474,2076,5,6,19,2,"N","Y"
2479481,2076,5,6,26,2,"N","Y"
2479824,2077,5,6,4,2,"N","Y"
2479831,2077,5,6,11,2,"N","Y"
2479838,2077,5,6,18,2,"N","Y"
2479845,2077,5,6,25,2,"N","Y"
2480188,2078,5,6,3,2,"N","Y"
2480195,2078,5,6,10,2,"N","Y"
2480202,2078,5,6,17,2,"N","Y"
2480209,2078,5,6,24,2,"N","Y"
2480552,2079,5,6,2,2,"N","Y"
2480559,2079,5,6,9,2,"N","Y"
2480566,2079,5,6,16,2,"N","Y"
2480573,2079,5,6,23,2,"N","Y"
2480580,2079,5,6,30,2,"N","Y"
2480923,2080,5,6,7,2,"N","Y"
2480930,2080,5,6,14,2,"N","Y"
2480937,2080,5,6,21,2,"N","Y"
2480944,2080,5,6,28,2,"N","Y"
2481287,2081,5,6,6,2,"N","Y"
2481294,2081,5,6,13,2,"N","Y"
2481301,2081,5,6,20,2,"N","Y"
2481308,2081,5,6,27,2,"N","Y"
2481651,2082,5,6,5,2,"N","Y"
2481658,2082,5,6,12,2,"N","Y"
2481665,2082,5,6,19,2,"N","Y"
2481672,2082,5,6,26,2,"N","Y"
2482015,2083,5,6,4,2,"N","Y"
2482022,2083,5,6,11,2,"N","Y"
2482029,2083,5,6,18,2,"N","Y"
2482036,2083,5,6,25,2,"N","Y"
2482379,2084,5,6,2,2,"N","Y"
2482386,2084,5,6,9,2,"N","Y"
2482393,2084,5,6,16,2,"N","Y"
2482400,2084,5,6,23,2,"N","Y"
2482407,2084,5,6,30,2,"N","Y"
2482743,2085,5,6,1,2,"N","Y"
2482750,2085,5,6,8,2,"N","Y"
2482757,2085,5,6,15,2,"N","Y"
2482764,2085,5,6,22,2,"N","Y"
2482771,2085,5,6,29,2,"N","Y"
2483114,2086,5,6,7,2,"N","Y"
2483121,2086,5,6,14,2,"N","Y"
2483128,2086,5,6,21,2,"N","Y"
2483135,2086,5,6,28,2,"N","Y"
2483478,2087,5,6,6,2,"N","Y"
2483485,2087,5,6,13,2,"N","Y"
2483492,2087,5,6,20,2,"N","Y"
2483499,2087,5,6,27,2,"N","Y"
2483842,2088,5,6,4,2,"N","Y"
2483849,2088,5,6,11,2,"N","Y"
2483856,2088,5,6,18,2,"N","Y"
2483863,2088,5,6,25,2,"N","Y"
2484206,2089,5,6,3,2,"N","Y"
2484213,2089,5,6,10,2,"N","Y"
2484220,2089,5,6,17,2,"N","Y"
2484227,2089,5,6,24,2,"N","Y"
2484570,2090,5,6,2,2,"N","Y"
2484577,2090,5,6,9,2,"N","Y"
2484584,2090,5,6,16,2,"N","Y"
2484591,2090,5,6,23,2,"N","Y"
2484598,2090,5,6,30,2,"N","Y"
2484934,2091,5,6,1,2,"N","Y"
2484941,2091,5,6,8,2,"N","Y"
2484948,2091,5,6,15,2,"N","Y"
2484955,2091,5,6,22,2,"N","Y"
2484962,2091,5,6,29,2,"N","Y"
2485305,2092,5,6,6,2,"N","Y"
2485312,2092,5,6,13,2,"N","Y"
2485319,2092,5,6,20,2,"N","Y"
2485326,2092,5,6,27,2,"N","Y"
2485669,2093,5,6,5,2,"N","Y"
2485676,2093,5,6,12,2,"N","Y"
2485683,2093,5,6,19,2,"N","Y"
2485690,2093,5,6,26,2,"N","Y"
2486033,2094,5,6,4,2,"N","Y"
2486040,2094,5,6,11,2,"N","Y"
2486047,2094,5,6,18,2,"N","Y"
2486054,2094,5,6,25,2,"N","Y"
2486397,2095,5,6,3,2,"N","Y"
2486404,2095,5,6,10,2,"N","Y"
2486411,2095,5,6,17,2,"N","Y"
2486418,2095,5,6,24,2,"N","Y"
2486761,2096,5,6,1,2,"N","Y"
2486768,2096,5,6,8,2,"N","Y"
2486775,2096,5,6,15,2,"N","Y"
2486782,2096,5,6,22,2,"N","Y"
2486789,2096,5,6,29,2,"N","Y"
2487132,2097,5,6,7,2,"N","Y"
2487139,2097,5,6,14,2,"N","Y"
2487146,2097,5,6,21,2,"N","Y"
2487153,2097,5,6,28,2,"N","Y"
2487496,2098,5,6,6,2,"N","Y"
2487503,2098,5,6,13,2,"N","Y"
2487510,2098,5,6,20,2,"N","Y"
2487517,2098,5,6,27,2,"N","Y"
2487860,2099,5,6,5,2,"N","Y"
2487867,2099,5,6,12,2,"N","Y"
2487874,2099,5,6,19,2,"N","Y"
2487881,2099,5,6,26,2,"N","Y"
2415144,1900,5,5,4,2,"N","Y"
2415151,1900,5,5,11,2,"N","Y"
2415158,1900,5,5,18,2,"N","Y"
2415165,1900,5,5,25,2,"N","Y"
2415508,1901,5,5,3,2,"N","Y"
2415515,1901,5,5,10,2,"N","Y"
2415522,1901,5,5,17,2,"N","Y"
2415529,1901,5,5,24,2,"N","Y"
2415536,1901,5,5,31,2,"N","Y"
2415872,1902,5,5,2,2,"N","Y"
2415879,1902,5,5,9,2,"N","Y"
2415886,1902,5,5,16,2,"N","Y"
2415893,1902,5,5,23,2,"N","Y"
2415900,1902,5,5,30,2,"N","Y"
2416236,1903,5,5,1,2,"N","Y"
2416243,1903,5,5,8,2,"N","Y"
2416250,1903,5,5,15,2,"N","Y"
2416257,1903,5,5,22,2,"N","Y"
2416264,1903,5,5,29,2,"N","Y"
2416607,1904,5,5,6,2,"N","Y"
2416614,1904,5,5,13,2,"N","Y"
2416621,1904,5,5,20,2,"N","Y"
2416628,1904,5,5,27,2,"N","Y"
2416971,1905,5,5,5,2,"N","Y"
2416978,1905,5,5,12,2,"N","Y"
2416985,1905,5,5,19,2,"N","Y"
2416992,1905,5,5,26,2,"N","Y"
2417335,1906,5,5,4,2,"N","Y"
2417342,1906,5,5,11,2,"N","Y"
2417349,1906,5,5,18,2,"N","Y"
2417356,1906,5,5,25,2,"N","Y"
2417699,1907,5,5,3,2,"N","Y"
2417706,1907,5,5,10,2,"N","Y"
2417713,1907,5,5,17,2,"N","Y"
2417720,1907,5,5,24,2,"N","Y"
2417727,1907,5,5,31,2,"N","Y"
2418063,1908,5,5,1,2,"N","Y"
2418070,1908,5,5,8,2,"N","Y"
2418077,1908,5,5,15,2,"N","Y"
2418084,1908,5,5,22,2,"N","Y"
2418091,1908,5,5,29,2,"N","Y"
2418434,1909,5,5,7,2,"N","Y"
2418441,1909,5,5,14,2,"N","Y"
2418448,1909,5,5,21,2,"N","Y"
2418455,1909,5,5,28,2,"N","Y"
2418798,1910,5,5,6,2,"N","Y"
2418805,1910,5,5,13,2,"N","Y"
2418812,1910,5,5,20,2,"N","Y"
2418819,1910,5,5,27,2,"N","Y"
2419162,1911,5,5,5,2,"N","Y"
2419169,1911,5,5,12,2,"N","Y"
2419176,1911,5,5,19,2,"N","Y"
2419183,1911,5,5,26,2,"N","Y"
2419526,1912,5,5,3,2,"N","Y"
2419533,1912,5,5,10,2,"N","Y"
2419540,1912,5,5,17,2,"N","Y"
2419547,1912,5,5,24,2,"N","Y"
2419554,1912,5,5,31,2,"N","Y"
2419890,1913,5,5,2,2,"N","Y"
2419897,1913,5,5,9,2,"N","Y"
2419904,1913,5,5,16,2,"N","Y"
2419911,1913,5,5,23,2,"N","Y"
2419918,1913,5,5,30,2,"N","Y"
2420254,1914,5,5,1,2,"N","Y"
2420261,1914,5,5,8,2,"N","Y"
2420268,1914,5,5,15,2,"N","Y"
2420275,1914,5,5,22,2,"N","Y"
2420282,1914,5,5,29,2,"N","Y"
2420625,1915,5,5,7,2,"N","Y"
2420632,1915,5,5,14,2,"N","Y"
2420639,1915,5,5,21,2,"N","Y"
2420646,1915,5,5,28,2,"N","Y"
2420989,1916,5,5,5,2,"N","Y"
2420996,1916,5,5,12,2,"N","Y"
2421003,1916,5,5,19,2,"N","Y"
2421010,1916,5,5,26,2,"N","Y"
2421353,1917,5,5,4,2,"N","Y"
2421360,1917,5,5,11,2,"N","Y"
2421367,1917,5,5,18,2,"N","Y"
2421374,1917,5,5,25,2,"N","Y"
2421717,1918,5,5,3,2,"N","Y"
2421724,1918,5,5,10,2,"N","Y"
2421731,1918,5,5,17,2,"N","Y"
2421738,1918,5,5,24,2,"N","Y"
2421745,1918,5,5,31,2,"N","Y"
2422081,1919,5,5,2,2,"N","Y"
2422088,1919,5,5,9,2,"N","Y"
2422095,1919,5,5,16,2,"N","Y"
2422102,1919,5,5,23,2,"N","Y"
2422109,1919,5,5,30,2,"N","Y"
2422452,1920,5,5,7,2,"N","Y"
2422459,1920,5,5,14,2,"N","Y"
2422466,1920,5,5,21,2,"N","Y"
2422473,1920,5,5,28,2,"N","Y"
2422816,1921,5,5,6,2,"N","Y"
2422823,1921,5,5,13,2,"N","Y"
2422830,1921,5,5,20,2,"N","Y"
2422837,1921,5,5,27,2,"N","Y"
2423180,1922,5,5,5,2,"N","Y"
2423187,1922,5,5,12,2,"N","Y"
2423194,1922,5,5,19,2,"N","Y"
2423201,1922,5,5,26,2,"N","Y"
2423544,1923,5,5,4,2,"N","Y"
2423551,1923,5,5,11,2,"N","Y"
2423558,1923,5,5,18,2,"N","Y"
2423565,1923,5,5,25,2,"N","Y"
2423908,1924,5,5,2,2,"N","Y"
2423915,1924,5,5,9,2,"N","Y"
2423922,1924,5,5,16,2,"N","Y"
2423929,1924,5,5,23,2,"N","Y"
2423936,1924,5,5,30,2,"N","Y"
2424272,1925,5,5,1,2,"N","Y"
2424279,1925,5,5,8,2,"N","Y"
2424286,1925,5,5,15,2,"N","Y"
2424293,1925,5,5,22,2,"N","Y"
2424300,1925,5,5,29,2,"N","Y"
2424643,1926,5,5,7,2,"N","Y"
2424650,1926,5,5,14,2,"N","Y"
2424657,1926,5,5,21,2,"N","Y"
2424664,1926,5,5,28,2,"N","Y"
2425007,1927,5,5,6,2,"N","Y"
2425014,1927,5,5,13,2,"N","Y"
2425021,1927,5,5,20,2,"N","Y"
2425028,1927,5,5,27,2,"N","Y"
2425371,1928,5,5,4,2,"N","Y"
2425378,1928,5,5,11,2,"N","Y"
2425385,1928,5,5,18,2,"N","Y"
2425392,1928,5,5,25,2,"N","Y"
2425735,1929,5,5,3,2,"N","Y"
2425742,1929,5,5,10,2,"N","Y"
2425749,1929,5,5,17,2,"N","Y"
2425756,1929,5,5,24,2,"N","Y"
2425763,1929,5,5,31,2,"N","Y"
2426099,1930,5,5,2,2,"N","Y"
2426106,1930,5,5,9,2,"N","Y"
2426113,1930,5,5,16,2,"N","Y"
2426120,1930,5,5,23,2,"N","Y"
2426127,1930,5,5,30,2,"N","Y"
2426463,1931,5,5,1,2,"N","Y"
2426470,1931,5,5,8,2,"N","Y"
2426477,1931,5,5,15,2,"N","Y"
2426484,1931,5,5,22,2,"N","Y"
2426491,1931,5,5,29,2,"N","Y"
2426834,1932,5,5,6,2,"N","Y"
2426841,1932,5,5,13,2,"N","Y"
2426848,1932,5,5,20,2,"N","Y"
2426855,1932,5,5,27,2,"N","Y"
2427198,1933,5,5,5,2,"N","Y"
2427205,1933,5,5,12,2,"N","Y"
2427212,1933,5,5,19,2,"N","Y"
2427219,1933,5,5,26,2,"N","Y"
2427562,1934,5,5,4,2,"N","Y"
2427569,1934,5,5,11,2,"N","Y"
2427576,1934,5,5,18,2,"N","Y"
2427583,1934,5,5,25,2,"N","Y"
2427926,1935,5,5,3,2,"N","Y"
2427933,1935,5,5,10,2,"N","Y"
2427940,1935,5,5,17,2,"N","Y"
2427947,1935,5,5,24,2,"N","Y"
2427954,1935,5,5,31,2,"N","Y"
2428290,1936,5,5,1,2,"N","Y"
2428297,1936,5,5,8,2,"N","Y"
2428304,1936,5,5,15,2,"N","Y"
2428311,1936,5,5,22,2,"N","Y"
2428318,1936,5,5,29,2,"N","Y"
2428661,1937,5,5,7,2,"N","Y"
2428668,1937,5,5,14,2,"N","Y"
2428675,1937,5,5,21,2,"N","Y"
2428682,1937,5,5,28,2,"N","Y"
2429025,1938,5,5,6,2,"N","Y"
2429032,1938,5,5,13,2,"N","Y"
2429039,1938,5,5,20,2,"N","Y"
2429046,1938,5,5,27,2,"N","Y"
2429389,1939,5,5,5,2,"N","Y"
2429396,1939,5,5,12,2,"N","Y"
2429403,1939,5,5,19,2,"N","Y"
2429410,1939,5,5,26,2,"N","Y"
2429753,1940,5,5,3,2,"N","Y"
2429760,1940,5,5,10,2,"N","Y"
2429767,1940,5,5,17,2,"N","Y"
2429774,1940,5,5,24,2,"N","Y"
2429781,1940,5,5,31,2,"N","Y"
2430117,1941,5,5,2,2,"N","Y"
2430124,1941,5,5,9,2,"N","Y"
2430131,1941,5,5,16,2,"N","Y"
2430138,1941,5,5,23,2,"N","Y"
2430145,1941,5,5,30,2,"N","Y"
2430481,1942,5,5,1,2,"N","Y"
2430488,1942,5,5,8,2,"N","Y"
2430495,1942,5,5,15,2,"N","Y"
2430502,1942,5,5,22,2,"N","Y"
2430509,1942,5,5,29,2,"N","Y"
2430852,1943,5,5,7,2,"N","Y"
2430859,1943,5,5,14,2,"N","Y"
2430866,1943,5,5,21,2,"N","Y"
2430873,1943,5,5,28,2,"N","Y"
2431216,1944,5,5,5,2,"N","Y"
2431223,1944,5,5,12,2,"N","Y"
2431230,1944,5,5,19,2,"N","Y"
2431237,1944,5,5,26,2,"N","Y"
2431580,1945,5,5,4,2,"N","Y"
2431587,1945,5,5,11,2,"N","Y"
2431594,1945,5,5,18,2,"N","Y"
2431601,1945,5,5,25,2,"N","Y"
2431944,1946,5,5,3,2,"N","Y"
2431951,1946,5,5,10,2,"N","Y"
2431958,1946,5,5,17,2,"N","Y"
2431965,1946,5,5,24,2,"N","Y"
2431972,1946,5,5,31,2,"N","Y"
2432308,1947,5,5,2,2,"N","Y"
2432315,1947,5,5,9,2,"N","Y"
2432322,1947,5,5,16,2,"N","Y"
2432329,1947,5,5,23,2,"N","Y"
2432336,1947,5,5,30,2,"N","Y"
2432679,1948,5,5,7,2,"N","Y"
2432686,1948,5,5,14,2,"N","Y"
2432693,1948,5,5,21,2,"N","Y"
2432700,1948,5,5,28,2,"N","Y"
2433043,1949,5,5,6,2,"N","Y"
2433050,1949,5,5,13,2,"N","Y"
2433057,1949,5,5,20,2,"N","Y"
2433064,1949,5,5,27,2,"N","Y"
2433407,1950,5,5,5,2,"N","Y"
2433414,1950,5,5,12,2,"N","Y"
2433421,1950,5,5,19,2,"N","Y"
2433428,1950,5,5,26,2,"N","Y"
2433771,1951,5,5,4,2,"N","Y"
2433778,1951,5,5,11,2,"N","Y"
2433785,1951,5,5,18,2,"N","Y"
2433792,1951,5,5,25,2,"N","Y"
2434135,1952,5,5,2,2,"N","Y"
2434142,1952,5,5,9,2,"N","Y"
2434149,1952,5,5,16,2,"N","Y"
2434156,1952,5,5,23,2,"N","Y"
2434163,1952,5,5,30,2,"N","Y"
2434499,1953,5,5,1,2,"N","Y"
2434506,1953,5,5,8,2,"N","Y"
2434513,1953,5,5,15,2,"N","Y"
2434520,1953,5,5,22,2,"N","Y"
2434527,1953,5,5,29,2,"N","Y"
2434870,1954,5,5,7,2,"N","Y"
2434877,1954,5,5,14,2,"N","Y"
