sr_returned_date_sk,sr_item_sk,sr_customer_sk,sr_store_sk,sr_return_quantity,sr_return_amt
2450996,1693,6554,1,2,90.78
2451111,808,9888,1,2,18.1
2451539,301,7046,1,2,110.06
2452136,743,4179,1,2,6.88
2451042,124,6969,1,2,45.48
2451890,2,1811,1,2,86.4
2452644,39,9001,1,2,30.36
2450966,973,3836,1,2,36.3
2451490,1759,7797,1,2,51.22
2451613,1136,9825,1,2,5.4
2452645,162,8232,1,2,37.8
2450902,8,7916,1,2,75.28
2451010,944,9308,1,2,51.36
2452636,666,3029,1,2,66.82
2452729,63,5895,1,2,3.54
2452684,1059,8850,1,2,22.12
2451035,1714,854,1,2,63.56
2452345,1141,634,1,2,34.46
2452528,1413,9739,1,2,11.72
2452242,505,2346,1,2,37.42
2452378,93,1058,1,2,7.8
2451109,334,8545,1,2,81.2
2451630,643,7704,1,2,130.44
2452546,181,8534,1,2,37.72
2452472,864,9140,1,2,8.46
2451105,1030,2354,1,2,76.18
2451411,490,1872,1,2,286.2
2452642,895,1370,1,2,77.46
2451605,1010,6834,1,2,32.82
2452813,207,9061,1,2,52.76
2450876,638,1040,1,2,143.58
2452683,768,1104,1,2,79.84
2452421,397,3245,1,2,2.04
2450998,1654,4577,1,2,6.18
2452475,145,1619,1,2,93.78
2452069,55,4913,1,2,8.12
2452050,1431,8714,1,2,9.88
2451282,565,796,1,2,146.2
2452606,405,3699,1,2,134.96
2452191,1547,2652,1,2,2.68
2451028,976,3985,1,2,39.6
2451284,1600,5726,1,2,26.7
2451359,62,4040,1,2,12.24
2450953,1711,7909,1,2,6.6
2452467,951,5977,1,2,52.28
2451842,1184,5201,1,2,44.1
2451548,256,7475,1,2,82.68
2451318,223,9859,1,2,8.98
2450913,992,103,1,2,143.78
2452331,645,9516,1,2,2.86
2451192,26,5037,1,2,40.34
2452632,613,8846,1,2,151.18
2451933,1123,835,1,2,166
2451458,68,8615,1,2,220.92
2451311,914,5019,1,2,94.72
2451525,1676,2833,1,2,76.12
2451337,403,5393,1,2,196.76
2451969,980,2830,1,2,9.06
2452105,133,1492,1,2,3.86
2451911,917,3858,1,2,88.7
2452715,1734,3824,1,2,137.3
2452546,1542,5429,1,2,8.32
2451931,1394,238,1,2,91.66
2452235,861,9781,1,2,60.54
2451087,308,9075,1,2,12.36
2452515,915,5811,1,2,28.86
2451508,742,9856,1,2,17.44
2452647,594,4748,1,2,21.1
2452233,663,510,1,2,6.68
2451095,526,8512,1,2,1.68
2451113,49,3581,1,2,5.04
2451959,161,8358,1,2,1.16
2451449,482,4831,1,2,12.66
2452022,1505,6681,1,2,7.32
2452291,439,270,1,2,69.8
2452677,1281,1181,1,2,75.36
2452045,776,4094,1,2,13.5
2451274,715,1692,1,2,175.16
2451294,97,305,1,2,197.84
2451647,200,8686,1,2,18.42
2451893,1073,4941,1,2,78.86
2452752,1794,3557,1,2,10.76
2451610,1333,2906,1,2,15.72
2451613,460,6923,1,2,31.64
2452132,83,7448,1,2,35.76
2452553,465,3449,1,2,4.5
2451069,1076,7251,1,2,97.96
2451032,1706,8283,1,2,14.4
2452177,1243,6201,1,2,21.34
2452034,605,7787,1,2,1.02
2451825,701,7878,1,2,270.7
2451382,68,6998,1,2,60.86
2451811,848,1242,1,2,33.9
2451433,1294,5586,1,2,113.4
2452299,1433,2749,1,2,52.14
2452158,435,8071,1,2,100.94
2451303,202,3426,1,2,111.78
2452202,537,9767,1,2,21.62
2452006,139,5609,1,2,63.7
2452302,1155,6211,1,2,29.14
2451193,811,368,1,2,10.78
,1111,,1,2,2.1
2451448,1324,801,1,2,6.6
2451885,272,2768,1,2,74.02
2452388,1067,5481,1,2,42.22
2451201,1006,8586,1,2,187.76
2452251,965,9482,1,2,28.66
2451227,920,7110,1,2,8.8
2451250,304,9044,1,2,138.94
2452416,953,8553,1,2,19.44
2452760,1101,5762,1,2,95.94
2452733,1242,8394,1,2,98.86
2452664,282,3628,1,2,0
2451539,676,3721,1,2,219.2
2451236,1363,9589,1,2,81.78
2450975,1286,9436,1,2,85.56
2451802,992,5102,1,2,82.52
2451812,1141,5705,1,2,13.06
2452493,123,5817,1,2,224.32
2450949,1285,6356,1,2,47.44
2451947,1693,1869,1,2,77.4
2451470,622,801,1,2,111.92
2452639,186,8619,1,2,75.5
2451612,482,5531,1,2,4.74
2451635,934,5531,1,2,1.84
2452600,1563,5143,1,2,162.2
2451917,902,5136,1,2,230.48
2451715,625,2308,1,2,43.34
2451470,176,8669,1,2,10.96
2452015,149,1563,1,2,104.58
2451602,194,1374,1,2,14.24
2451508,1741,336,1,2,222.9
2451532,1255,1680,1,2,3.76
2451608,64,1972,1,2,8.06
2452060,109,6533,1,2,5.14
2452617,1459,9130,1,2,76.68
2452194,1591,3837,1,2,12.64
2452602,375,6380,1,2,17.08
2451302,1225,6915,1,2,42.26
2452478,1623,8176,1,2,49.36
2451133,1166,7279,1,2,27.74
2452664,961,6934,1,2,187.7
2451548,656,8550,1,2,55.56
2452626,1461,5535,1,2,41.06
2451747,773,70,1,2,44.72
2452442,193,5516,1,2,5.04
2452401,1037,3350,1,2,40.48
2451176,1390,4161,1,2,21.42
2452032,1377,9261,1,2,59.5
2452020,807,9261,1,2,61.68
2452626,1356,5194,1,2,7.98
2452735,507,6691,1,2,54.32
2452690,1080,7342,1,2,11.1
2451020,1010,7608,1,2,86.52
2451896,259,8117,1,2,4.46
2451446,692,9243,1,2,8.06
2452749,1530,7721,1,2,10.8
2451597,1472,4099,1,2,7
2451921,413,1387,1,2,29.08
2451131,187,6569,1,2,66.84
2452639,1681,9045,1,2,65.1
2452562,193,5754,1,2,209.46
2451910,389,8332,1,2,8.84
2451543,1213,7941,1,2,184.88
2451682,919,6368,1,2,24.06
2450885,340,586,1,2,33.06
2452733,1482,8167,1,2,49.28
2451187,1315,6996,1,2,0
2451666,779,303,1,2,205.08
2452611,1219,8671,1,2,3.1
2451717,925,8623,1,2,210.3
2452298,1527,2105,1,2,175.94
2452652,1464,5494,1,2,47.94
2451392,52,4857,1,2,14.42
2452343,311,2203,1,2,5.46
2451471,148,9009,1,2,42.02
2451909,1105,3107,1,2,270.24
2451218,1418,561,1,2,12.06
2451935,1223,1342,1,2,1.58
2452129,1657,8308,1,2,24.24
2452310,681,8261,1,2,69.78
2452728,807,5666,1,2,109.36
2452768,1081,5121,1,2,94.22
2451263,553,7939,1,2,65.16
2451530,1010,703,1,2,115.1
2451691,157,4848,1,2,37.1
2451008,1676,8530,1,2,333.8
2451088,1213,9144,1,2,194.3
2452564,636,2083,1,2,14.22
2452143,823,865,1,2,26.36
2452275,1173,3757,1,2,38.54
2452291,645,2892,1,2,22.6
2451375,214,7607,1,2,59.12
2451183,1021,3291,1,2,102.9
2452704,1729,3708,1,2,19.1
2451829,325,5973,1,2,202.02
2452622,1765,9813,1,2,134.32
2452771,426,4340,1,2,147.72
,107,,1,2,100.74
2451200,638,800,1,2,156.78
2451850,1579,7090,1,2,20.84
2452148,1299,5632,1,2,10.86
2452123,1065,480,1,2,18.62
2452775,249,9772,1,2,34.82
2450878,1039,7711,1,2,77.72
2451575,553,7102,1,2,17.62
2450952,496,9772,1,2,147.42
2451847,1640,7334,1,2,32.16
2451903,119,4300,1,2,17.58
2450979,410,4882,1,2,99.38
2451546,460,3432,1,2,88.02
2452526,66,910,1,2,105.92
2451910,713,2149,1,2,52.34
2452070,1465,3602,1,2,236.04
2452074,1145,3602,1,2,111.98
,1290,8111,1,2,4.58
2450940,466,1655,1,2,5.98
2451283,554,6889,1,2,175.56
2451116,232,8764,1,2,83.6
2452316,451,375,1,2,62.78
2452479,523,219,1,2,66.04
2452666,1716,3974,1,2,24.6
2451647,178,5967,1,2,71.24
2451094,710,3070,1,2,60.6
2451159,1261,4628,1,2,4.98
2451949,53,725,1,2,47.08
2452026,1187,3334,1,2,59.44
2452669,744,5434,1,2,70.28
2451588,356,6106,1,2,7.28
2451242,44,6441,1,2,155.06
2451925,1034,5299,1,2,43.84
2451894,1076,5299,1,2,30.24
2452119,595,8410,1,2,326.16
2452493,270,5187,1,2,22.94
2452132,541,3335,1,2,53
2451219,578,7085,1,2,156.16
2451737,689,3282,1,2,167.78
2451606,673,505,1,2,21.48
2452428,1794,7405,1,2,45.1
2452389,379,3074,1,2,33.96
2451024,662,3820,1,2,19.7
2451064,1393,9790,1,2,61.48
2452517,1491,9652,1,2,29.24
2451064,1261,1820,1,2,27.52
2452182,1015,4928,1,2,14.92
2451314,511,8886,1,2,33.92
2451430,754,3012,1,2,123.12
2451593,1240,3514,1,2,4.06
2451980,1759,7334,1,2,80.78
2452772,687,7558,1,2,177.94
2451301,764,1058,1,2,201.94
2451457,1466,1022,1,2,166.04
2452282,179,7956,1,2,27.58
2451556,1604,2459,1,2,63.52
2450908,265,2572,1,2,6.74
2452388,599,2717,1,2,182.52
2451188,1576,1835,1,2,2.58
2451854,1049,6364,1,2,88.58
2451644,700,1419,1,2,143.42
2452275,441,8272,1,2,48.74
2451266,1256,3819,1,2,172.1
2451152,1370,2033,1,2,31.66
2452159,25,140,1,2,214.36
2451281,872,9229,1,2,2.64
2452306,521,7273,1,2,125.36
2450969,1063,8829,1,2,48.72
2451559,854,4493,1,2,60.1
2452288,727,5658,1,2,81.78
2451243,607,7010,1,2,227.9
2452144,1649,637,1,2,94.36
2450988,778,2443,1,2,13.7
2452629,984,1505,1,2,155.52
2452052,920,6184,1,2,227.18
2450996,800,4670,1,2,219.06
2452065,1035,6583,1,2,92.56
2451806,1231,6422,1,2,25.36
2451850,1226,4221,1,2,28.4
2451830,919,6917,1,2,49.18
2452108,1513,912,1,2,95.22
2451204,259,4111,1,2,102.48
2451069,211,9335,1,2,96.24
2451214,1010,6173,1,2,53.84
2452059,949,8270,1,2,17.1
2451205,1378,1110,1,2,181.22
2451553,116,2534,1,2,114
2452287,333,4333,1,2,252.14
2451487,220,2375,1,2,124.22
2451347,88,6985,1,2,144.98
2452785,954,4193,1,2,51.52
2451599,478,366,1,2,168.48
2451848,259,2434,1,2,17.88
2451871,629,2434,1,2,1.08
2451248,128,7671,1,2,178.62
2451832,397,8802,1,2,8.36
2452648,235,619,1,2,21.36
2451555,1756,1611,1,2,23.66
2451185,1300,7565,1,2,111.44
2451224,205,7263,1,2,27.04
2451510,775,6619,1,2,44.68
2451408,1586,6521,1,2,274.78
2452750,1791,2829,1,2,34.44
2451587,97,6718,1,2,7.5
2452158,367,2583,1,2,68.2
2451333,638,4037,1,2,90.4
2451402,464,4037,1,2,116.08
2451651,1244,,1,2,49.14
2451970,565,1772,1,2,270.52
2451436,463,8713,1,2,70.52
2450998,1418,7897,1,2,11.02
2452016,1082,9791,1,2,124.42
2451147,1342,3582,1,2,22.86
2451526,1699,4489,1,2,27.26
2452581,91,3311,1,2,34.3
2451910,271,8785,1,2,166.9
2452207,439,7978,1,2,190.32
2451589,968,5790,1,2,26.78
2451906,845,3516,1,2,185.66
2451869,869,3212,1,2,160.6
2452563,534,8185,1,2,50.18
2451504,1525,9067,1,2,33.6
2451220,614,6753,1,2,34.44
2452329,1305,9004,1,2,25.02
2452501,1104,9148,1,2,80.58
2452567,1165,2703,1,2,291.56
2452023,907,2369,1,2,105.9
2451975,1121,8646,1,2,7.22
2451312,206,7892,1,2,173.02
2451272,139,9005,1,2,124.06
2451762,1283,5597,1,2,97.48
2450968,1358,2782,1,2,179.78
2452262,949,6666,1,2,18.5
2452146,681,9667,1,2,134.14
2451293,1144,1575,1,2,152.48
2451309,949,1575,1,2,46.14
2452609,195,3526,1,2,76.16
2451277,1396,1908,1,2,51.74
2452151,149,8366,1,2,0.54
2452676,1371,5413,1,2,137
2452033,182,8051,1,2,134.5
2451921,1459,575,1,2,39.58
2452709,1788,1326,1,2,30.62
2452648,1519,4992,1,2,171.76
2452310,739,8595,1,2,91.9
2451049,1165,6916,1,2,3.68
2451780,683,1097,1,2,189.68
2452278,1419,1240,1,2,157.46
2452353,1212,6099,1,2,84.24
2451860,797,550,1,2,150.38
2452310,1439,611,1,2,94.82
2452348,943,4637,1,2,29.36
2452289,1005,839,1,2,25.66
2450978,1502,8514,1,2,47.06
2451213,1094,7528,1,2,165.92
2452084,1409,2451,1,2,12.44
2451670,1148,3921,1,2,119.88
2451764,361,9253,1,2,127.76
2451392,1700,8511,1,2,74.7
2452340,1215,3869,1,2,19.76
2451691,187,1746,1,2,250.3
2452187,69,6020,1,2,111.34
2452000,341,4497,1,2,154.68
2451615,650,8271,1,2,20.8
2451289,901,2878,1,2,78.18
2451370,410,9529,1,2,7.14
2452403,1179,9897,1,2,18.64
2451152,1675,591,1,2,237.96
2451228,902,1968,1,2,55.6
2452684,1566,7995,1,2,21.28
2451239,1123,9409,1,2,8.42
2452251,565,6571,1,2,0.54
2451887,631,2495,1,2,218.36
2451695,214,176,1,2,56.1
2452415,156,2203,1,2,63.58
2451155,205,2970,1,2,23.98
2451237,349,827,1,2,97.04
2452004,125,8667,1,2,57.56
2452144,1059,8667,1,2,12.66
2452344,409,4270,1,2,101.36
2451180,61,232,1,2,152.78
2452799,1575,5663,1,2,12.22
2451443,1480,2737,1,2,92.12
2452103,1053,2724,1,2,41.88
2451142,514,4417,1,2,215.7
2452407,1332,8958,1,2,60.98
2452264,221,4473,1,2,77.78
2451461,421,983,1,2,49.34
2451510,1528,7869,1,2,71.38
2451496,1543,1720,1,2,223.96
2452732,1539,5448,1,2,198.02
2452645,450,9804,1,2,42.58
2452286,1609,1477,1,2,50.78
2452558,903,6293,1,2,10.32
2452747,744,5285,1,2,80.04
2451917,55,6757,1,2,38.86
2451802,1184,9834,1,2,263.94
2452719,1219,2024,1,2,149.92
2452253,1427,2683,1,2,21.52
2452706,613,4044,1,2,64.46
2451046,902,9515,1,2,256.1
2451041,1186,2384,1,2,107.6
2450982,79,6760,1,2,6.24
2451270,775,7812,1,2,41.7
2452323,1421,5927,1,2,72.24
2452609,1458,3585,1,2,31.86
2452347,47,6078,1,2,120.2
2452655,499,1663,1,2,32.34
2451653,1156,3741,1,2,15.08
2452026,1131,4163,1,2,66.62
2451545,608,4505,1,2,18.76
2451442,44,4505,1,2,136.18
2452380,231,5039,1,2,80.38
2451228,1378,9732,1,2,41.4
2452722,1683,3353,1,2,3.46
2451950,953,4055,1,2,207.98
2452372,677,4968,1,2,57.34
2451098,76,9743,1,2,101.24
2451855,65,227,1,2,140.36
2451586,1799,8288,1,2,20.1
2451873,1003,4264,1,2,204.18
2451140,508,3083,1,2,107.04
2451650,808,4596,1,2,114.96
2452149,1221,38,1,2,67.08
2451299,403,3152,1,2,16
2452715,1128,4419,1,2,59.5
2451569,950,3630,1,2,4.36
2451590,308,4332,1,2,65.4
2451574,193,7165,1,2,51.66
2451170,1478,4864,1,2,62.22
2451579,154,6787,1,2,159.38
2452211,1613,6297,1,2,30.02
2451074,1261,8453,1,2,8.68
2452252,183,5207,1,2,124.62
2451958,362,5245,1,2,7.32
2452408,169,9137,1,2,45.96
2452306,1137,3780,1,2,156.56
2452297,1751,369,1,2,92.72
2452598,1680,2352,1,2,7.72
2452386,1665,6500,1,2,35.44
2452635,1056,9672,1,2,24.08
2451669,922,9938,1,2,66.54
2451184,1135,2897,1,2,114.48
2452541,573,3450,1,2,17.78
2451531,304,5633,1,2,155.4
2452700,1363,2308,1,2,21.26
2451849,677,7308,1,2,42.52
2451368,748,7426,1,2,334.14
2451942,903,3719,1,2,56.78
2452354,983,5989,1,2,49
2451980,217,5419,1,2,78.84
2452411,619,8613,1,2,40.38
2451900,1088,8208,1,2,13.82
2451590,391,522,1,2,63.02
2452132,1731,1253,1,2,75.88
2452561,597,8236,1,2,108.64
2452260,1119,4082,1,2,2.78
2452419,277,2734,1,2,43.28
2452253,1157,9407,1,2,25.26
2451684,389,3485,1,2,23.3
2452190,761,3986,1,2,21.72
2451900,1205,2168,1,2,50.52
2451965,221,5011,1,2,299.8
2452278,679,6066,1,2,23.3
2451627,56,8481,1,2,10.74
2451831,1571,54,1,2,33.94
2451745,719,3460,1,2,6.28
2452522,498,6857,1,2,69.46
2451300,64,2148,1,2,167.78
2452094,1075,6512,1,2,77.44
2451196,1754,2315,1,2,19.92
2452610,1404,2964,1,2,10.98
2451299,1411,8791,1,2,84.38
2450941,667,2218,1,2,228.1
2451827,263,8780,1,2,10.12
2451994,649,8309,1,2,14
2452712,348,6835,1,2,75.36
2452177,127,2634,1,2,15.46
2452709,451,4393,1,2,179.04
2452569,871,2678,1,2,31.48
2452542,1434,5791,1,2,12.16
2452768,145,4057,1,2,53.44
2451635,1328,337,1,2,62.06
2451736,818,1369,1,2,143.14
2450947,1579,4671,1,2,21.62
2451617,686,5958,1,2,17.82
2450850,1789,4465,1,2,8.94
2451429,829,2581,1,2,226.68
2452432,132,5927,1,2,43.22
2450898,562,3293,1,2,52.18
2452063,517,7528,1,2,20.68
2451018,704,4284,1,2,95.68
2452770,825,6594,1,2,112.78
2451189,1558,3111,1,2,44.78
2451192,1243,563,1,2,75.5
2452325,1581,6061,1,2,21.86
2451405,85,1702,1,2,130.16
2452055,1219,5832,1,2,29.22
2452708,621,8170,1,2,85.44
2451045,1598,7749,1,2,27.46
2452179,77,3633,1,2,49.82
2452401,1110,8780,1,2,48.22
2451537,4,1432,1,2,0.08
2452772,745,570,1,2,204.04
2451568,349,7754,1,2,80.76
2451526,1616,9443,1,2,74.44
2452534,1206,8351,1,2,6.66
2451631,952,4917,1,2,36.24
2451353,427,5664,1,2,277.7
2451704,157,5491,1,2,219.36
2451274,373,8357,1,2,21.06
2451723,1697,5666,1,2,108.26
2452052,1003,4698,1,2,0.6
2451288,820,5266,1,2,8.08
2452199,1357,1836,1,2,23.6
2451121,412,5164,1,2,55.76
2451609,271,8128,1,2,0.74
2451368,1183,3297,1,2,127.7
2451191,1166,7745,1,2,9.54
2452725,258,9921,1,2,8.58
2452613,969,3042,1,2,7.96
2451757,116,2553,1,2,29.52
2451621,1324,7595,1,2,23.36
2451716,133,8375,1,2,8.56
2452551,954,5747,1,2,6.54
2452599,273,81,1,2,86.86
2451088,544,2726,1,2,282.18
2451540,1372,6436,1,2,74.2
2452565,1531,505,1,2,162.06
2451150,752,489,1,2,20.4
2452133,1629,1184,1,2,183.16
2452290,83,5501,1,2,67.68
2452758,1513,235,1,2,36.76
2452156,1547,8303,1,2,35.22
2452031,1243,5875,1,2,76.16
2452299,1735,8771,1,2,66.86
2452248,1009,6924,1,2,197.62
2451540,328,9219,1,2,39.56
2451569,208,9610,1,2,120.94
2451777,731,3462,1,2,21.58
2450999,272,4156,1,2,158.32
2451873,295,1741,1,2,223.56
2451579,932,5166,1,2,88.4
2452016,787,5286,1,2,17.72
2451378,295,4968,1,2,29.48
2451918,649,7596,1,2,94.56
2450858,1646,1730,1,2,199
2452389,551,1942,1,2,91.86
2452559,849,6780,1,2,11.62
2452581,798,6780,1,2,13.54
2451650,1732,5490,1,2,95.82
2451849,37,1258,1,2,39.3
2451732,1061,6008,1,2,3.6
2451247,1184,4454,1,2,0
2451462,254,9031,1,2,246.14
2451889,901,8601,1,2,14.24
2451516,280,5190,1,2,73.54
2451248,226,235,1,2,75.18
2452681,513,7478,1,2,2.64
2451141,656,5572,1,2,52.04
2451679,548,2397,1,2,68.84
2451670,1279,2453,1,2,62.82
2451940,701,1920,1,2,31.06
2451001,445,9869,1,2,43.16
2452507,81,6251,1,2,55.44
2452618,708,9267,1,2,164.18
2452451,1393,9369,1,2,8.72
2451242,1010,8209,1,2,24.08
2452227,299,9223,1,2,58.72
2452521,1297,5369,1,2,174.72
2452023,583,922,1,2,15.92
2452228,1173,7625,1,2,46.26
2451358,1424,7801,1,2,1.56
2452616,1207,3214,1,2,68.72
2451880,797,7090,1,2,23.42
2451481,424,9453,1,2,46.4
2451909,65,6742,1,2,66.36
2452277,929,4777,1,2,112.1
2451604,1552,3911,1,2,40.96
2451165,140,5121,1,2,45.14
2451935,21,5265,1,2,24.16
2452032,1461,5265,1,2,251.86
2452765,1722,2083,1,2,7.26
2451604,962,1500,1,2,162.18
2452206,1667,1144,1,2,96.22
2451629,230,1967,1,2,67.94
2451610,482,5297,1,2,11.54
2452447,492,5321,1,2,57.04
2451660,593,9776,1,2,49.08
2451072,127,9900,1,2,69.08
2451554,1574,150,1,2,200.08
2451698,427,6878,1,2,205.02
2452584,822,8911,1,2,139.52
2451606,938,9566,1,2,74.76
2452353,1299,9602,1,2,10.88
2451532,1310,4843,1,2,22.46
2451674,869,7281,1,2,18.06
2451217,1657,9885,1,2,9.98
2451589,139,6675,1,2,137.32
2452691,565,5369,1,2,12.1
2451156,181,4397,1,2,5.12
2452554,1611,1868,1,2,51.12
2451885,1367,9068,1,2,4.94
2451301,622,2943,1,2,114.98
2451725,1724,6225,1,2,28.84
2451606,469,9623,1,2,24.14
2451152,1142,5122,1,2,226.3
2451528,262,6412,1,2,77.62
2451584,530,9117,1,2,156.44
2451380,686,5987,1,2,7.86
2451447,109,2865,1,2,17.16
2452013,26,1214,1,2,24.34
2452049,1009,6863,1,2,249.36
2451846,1148,1253,1,2,95.88
2451941,443,6013,1,2,10.48
2452192,525,2188,1,2,4.48
2451300,1747,6615,1,2,27.42
2452326,1116,9281,1,2,2.3
2451112,175,7959,1,2,2.48
2451383,1364,8260,1,2,11.94
2452611,1221,4947,1,2,24.96
2452429,1563,6448,1,2,101.22
2452308,1557,2214,1,2,24.6
2452369,1547,9888,1,2,33.5
2451494,1120,7275,1,2,205.8
2452724,1299,4525,1,2,28.14
2451177,908,622,1,2,101.72
2451566,1670,463,1,2,26.62
2451066,562,290,1,2,111.54
2450948,1651,3395,1,2,1
2451518,992,9551,1,2,43.44
2452507,1725,2623,1,2,227.88
2452549,1146,8864,1,2,145.26
2451875,853,5563,1,2,54.5
2451116,85,268,1,2,41.04
2452254,1237,3171,1,2,75.28
2452728,1227,7809,1,2,98.58
2451139,778,9060,1,2,33.18
2451086,661,89,1,2,3.76
2452464,1122,4066,1,2,158.96
2452277,99,8805,1,2,118.26
2452679,1425,4993,1,2,13.14
2450929,362,939,1,2,36.38
2451989,631,5799,1,2,73.72
2451625,400,2406,1,2,34.78
2451451,676,6988,1,2,44.26
2451924,983,6732,1,2,167.16
2451587,1297,6615,1,2,59.72
2452807,1524,4781,1,2,5.1
2451139,1474,724,1,2,75.48
2451003,826,1677,1,2,8.92
2451564,1394,6836,1,2,126.94
2451968,575,3009,1,2,19.48
2452682,1275,473,1,2,165.68
2452739,253,6427,1,2,24.56
2451558,1597,5408,1,2,6.34
2452413,771,3840,1,2,150.82
2451867,341,9792,1,2,169.52
2452700,1077,5069,1,2,187.34
2451819,1070,6486,1,2,76.44
2451100,152,4619,1,2,86.92
2452431,193,6035,1,2,165.8
2451693,8,4211,1,2,12.2
2452634,355,6353,1,2,43.68
2451624,1129,2574,1,2,1.08
2451464,1711,1775,1,2,13.42
2451192,10,6992,1,2,8.08
2451548,499,8637,1,2,41.44
2451153,1082,6165,1,2,147.38
2451494,1312,4176,1,2,265.06
2452404,171,9805,1,2,25.2
2452723,234,5136,1,2,168.56
2451617,1588,1179,1,2,16.6
2452174,635,473,1,2,105.12
2451787,1010,3494,1,2,25.02
2452444,829,980,1,2,70.56
2452566,1137,7492,1,2,66.26
2452380,849,7243,1,2,73.64
2452262,841,5092,1,2,12.78
2451752,1243,2291,1,2,85.76
,360,,1,2,122.7
2452658,1053,7555,1,2,24.12
2452629,750,7555,1,2,213.74
2451939,685,3124,1,2,2.72
2451058,1417,7159,1,2,22.24
2451561,1448,5039,1,2,184.74
2452565,927,2728,1,2,91.96
2452013,529,8413,1,2,182.46
2451315,1033,6172,1,2,15.2
2451073,1372,7711,1,2,41.36
2451215,1724,4231,1,2,275.36
2451157,196,6110,1,2,65.46
2451616,79,255,1,2,203.98
2452548,594,3216,1,2,164.3
2451811,914,5298,1,2,7.68
2451035,199,6901,1,2,106.92
2452405,876,6619,1,2,166.64
2451656,416,3896,1,2,33.46
2451465,530,3827,1,2,25.04
2452211,261,5403,1,2,19.46
2451344,943,4338,1,2,97.1
2451280,1334,4338,1,2,0.48
2451477,1466,6119,1,2,48.22
2451038,595,3928,1,2,35.2
2452275,447,2851,1,2,2.8
2451881,1307,308,1,2,21
2452026,1335,6444,1,2,48.36
2450978,796,3739,1,2,0.88
2451935,615,6016,1,2,20.12
2451739,589,9723,1,2,70.38
2452251,1675,7590,1,2,118.42
2451976,1481,1134,1,2,80.86
2451225,1334,3761,1,2,66.26
2452604,985,5812,1,2,41.58
2451614,349,2045,1,2,169.36
2452443,427,6950,1,2,154.86
2452128,1679,2339,1,2,200.44
2452120,653,2199,1,2,0.96
2451661,1454,6370,1,2,70.12
2452572,132,2292,1,2,146.58
2451092,1192,8382,1,2,3.7
2451887,421,6859,1,2,18.2
2452163,631,6936,1,2,35.52
2451137,1280,805,1,2,118.42
2452593,918,5331,1,2,30.28
2451617,838,394,1,2,25.44
2451430,1639,1771,1,2,20.8
2451929,463,1693,1,2,96.8
2450917,494,2350,1,2,79.14
2452772,1201,4726,1,2,40.58
,733,,1,2,5.5
2451300,964,3747,1,2,65.56
2451928,944,2827,1,2,120.4
2451677,1334,1801,1,2,59.16
2451880,565,3132,1,2,195.52
2451892,1511,847,1,2,73.3
2452635,985,8794,1,2,3.38
2450890,578,2756,1,2,11.8
2451311,512,1226,1,2,70.02
,1218,,1,2,56.7
2452268,1179,1870,1,2,42.98
2451339,1189,5073,1,2,231.96
2451465,1316,6663,1,2,11.04
2451974,1609,5934,1,2,262.96
2451877,83,5099,1,2,5.2
2451215,1594,831,1,2,73.54
2451081,1130,9615,1,2,161.4
2451782,523,3455,1,2,200.68
2451897,229,70,1,2,4.88
2451908,143,2955,1,2,51.38
2452105,1181,4351,1,2,2.04
2451500,499,1271,1,2,242.5
2451101,392,1796,1,2,94.66
2451824,361,9074,1,2,26.16
2451215,746,9153,1,2,55.16
2452057,1305,4149,1,2,144.26
2452058,773,8453,1,2,18.34
2451296,1250,7003,1,2,7.96
2451420,1006,1906,1,2,206.22
2452478,783,1317,1,2,105.04
2451867,835,4952,1,2,177.36
2451170,1402,9689,1,2,14.34
2452050,1357,9755,1,2,35.08
2451044,640,2580,1,2,0
2451580,67,9178,1,2,5.6
2451307,1288,6314,1,2,3.5
2452004,1117,3783,1,2,25.4
2451223,226,8800,1,2,31.86
2451280,355,8800,1,2,5.32
2451764,41,4759,1,2,93.06
2452460,1146,1211,1,2,119.84
2451115,283,4861,1,2,71.7
2451323,1618,3705,1,2,23.38
2451484,32,4533,1,2,16.48
2451709,1171,8570,1,2,184.94
2451168,1564,7638,1,2,129.98
2452702,463,5497,1,2,0
2452653,1650,9226,1,2,200.08
2452322,1071,2978,1,2,65.12
2451266,193,1743,1,2,19.04
2451735,1556,4257,1,2,89.24
2452285,473,2751,1,2,10.82
2452472,882,9659,1,2,77.66
2451335,1747,9352,1,2,44.54
2452679,415,4586,1,2,38.46
2451768,487,4299,1,2,34.42
2451206,694,9875,1,2,33.24
2451927,125,5931,1,2,7.36
2452676,468,1844,1,2,29.4
2452311,463,9567,1,2,4.28
2452627,391,4803,1,2,27.28
2451951,1271,5133,1,2,124.2
2452243,1455,1345,1,2,33.58
2452745,432,6519,1,2,184.18
2452551,699,2687,1,2,124.68
2451273,1129,94,1,2,180.08
2451125,1612,7036,1,2,52.7
2451452,1729,4987,1,2,1.62
2451765,356,7224,1,2,104.02
2451315,724,5577,1,2,148.8
2452002,961,5668,1,2,16.52
2451208,1264,1253,1,2,21.28
2451188,1483,7187,1,2,27.18
2452365,183,2646,1,2,23.32
2452313,1273,6548,1,2,65.64
2452249,187,7046,1,2,88.18
2450966,1081,5543,1,2,114.66
2451555,1225,251,1,2,255.34
2452280,659,1937,1,2,69.24
2451157,1753,2047,1,2,7.56
2451515,631,28,1,2,49.7
