c_customer_sk,c_birth_year,c_birth_country,c_preferred_cust_flag
4955,1966,"GREENLAND","Y"
4957,1966,"BOLIVIA","Y"
5024,1966,"ROMANIA","Y"
5105,1966,"ALBANIA","Y"
5179,1966,"NEW ZEALAND","Y"
5204,1966,"NETHERLANDS ANTILLES","Y"
5355,1966,"IRELAND","Y"
5364,1966,"TUVALU","Y"
5744,1966,"UNITED KINGDOM","Y"
6161,1966,"SOUTH AFRICA","Y"
6265,1966,"UKRAINE","Y"
6534,1966,"GUERNSEY","Y"
6835,1966,"MACAO","Y"
6850,1966,"GUINEA","Y"
6895,1966,"NORFOLK ISLAND","Y"
7033,1966,"EQUATORIAL GUINEA","Y"
7107,1966,"ALAND ISLANDS","Y"
7108,1966,"ECUADOR","Y"
7117,1966,"SWITZERLAND","Y"
7317,1966,"MALTA","Y"
7322,1966,"ZIMBABWE","Y"
7331,1966,"KENYA","Y"
7339,1966,"SAINT LUCIA","Y"
7723,1966,"UNITED STATES","Y"
7829,1966,"BURKINA FASO","Y"
8131,1966,"SURINAME","Y"
8295,1966,"ICELAND","Y"
8437,1966,"MADAGASCAR","Y"
8693,1966,"NIUE","Y"
8827,1966,"MALI","Y"
9147,1966,"TONGA","Y"
9155,1966,"GUADELOUPE","Y"
9160,1966,"ZIMBABWE","Y"
9251,1966,"TIMOR-LESTE","Y"
9282,1966,"CZECH REPUBLIC","Y"
9594,1966,"BANGLADESH","Y"
9632,1966,"PITCAIRN","Y"
9642,1966,"TOKELAU","Y"
193,1931,"MALAWI","Y"
253,1931,"BOTSWANA","Y"
466,1931,"ISLE OF MAN","Y"
669,1931,"KIRIBATI","Y"
677,1931,"MAURITIUS","Y"
1044,1931,"GUADELOUPE","Y"
1214,1931,"NEW ZEALAND","Y"
1408,1931,"NETHERLANDS ANTILLES","Y"
1688,1931,"RUSSIAN FEDERATION","Y"
1765,1931,"JERSEY","Y"
2318,1931,"GIBRALTAR","Y"
2357,1931,"CROATIA","Y"
2531,1931,"BELARUS","Y"
2748,1931,"HUNGARY","Y"
2842,1931,"MOROCCO","Y"
3075,1931,"GEORGIA","Y"
3143,1931,"SWEDEN","Y"
3172,1931,"NORFOLK ISLAND","Y"
3234,1931,"MOZAMBIQUE","Y"
3322,1931,"GUINEA-BISSAU","Y"
3854,1931,"BURUNDI","Y"
3963,1931,"INDONESIA","Y"
3971,1931,"PANAMA","Y"
4281,1931,"LITHUANIA","Y"
4312,1931,"VIRGIN ISLANDS, U.S.","Y"
4449,1931,"NEPAL","Y"
4470,1931,"CANADA","Y"
4577,1931,"NICARAGUA","Y"
4617,1931,"FIJI","Y"
4757,1931,"SAN MARINO","Y"
4921,1931,"MAURITANIA","Y"
5067,1931,"BRAZIL","Y"
5149,1931,"BARBADOS","Y"
5162,1931,"LUXEMBOURG","Y"
5201,1931,"SOMALIA","Y"
5247,1931,"HUNGARY","Y"
5289,1931,"TUNISIA","Y"
5402,1931,"SAMOA","Y"
5405,1931,"BRUNEI DARUSSALAM","Y"
5616,1931,"SLOVAKIA","Y"
5719,1931,"BAHAMAS","Y"
5921,1931,"TUVALU","Y"
6127,1931,"UNITED STATES","Y"
6221,1931,"PAPUA NEW GUINEA","Y"
6310,1931,"MONTENEGRO","Y"
6422,1931,"HONG KONG","Y"
7015,1931,"GUINEA","Y"
7061,1931,"LUXEMBOURG","Y"
7192,1931,"MADAGASCAR","Y"
7505,1931,"NORFOLK ISLAND","Y"
7598,1931,"HONG KONG","Y"
7616,1931,"SRI LANKA","Y"
7750,1931,"ANGUILLA","Y"
7858,1931,"BENIN","Y"
7988,1931,"PITCAIRN","Y"
8149,1931,"VIRGIN ISLANDS, U.S.","Y"
8150,1931,"GUINEA-BISSAU","Y"
8168,1931,"SAINT HELENA","Y"
8579,1931,"KENYA","Y"
8652,1931,"KUWAIT","Y"
8965,1931,"CHRISTMAS ISLAND","Y"
9057,1931,"MARTINIQUE","Y"
9453,1931,"FRENCH GUIANA","Y"
9528,1931,"MACAO","Y"
9598,1931,"ANTIGUA AND BARBUDA","Y"
9628,1931,"BAHRAIN","Y"
9736,1931,"UNITED KINGDOM","Y"
9756,1931,"SWITZERLAND","Y"
9817,1931,"SWAZILAND","Y"
9855,1931,"FRANCE","Y"
9956,1931,"BOUVET ISLAND","Y"
115,1971,"MALDIVES","Y"
169,1971,"EL SALVADOR","Y"
570,1971,"BELGIUM","Y"
705,1971,"CROATIA","Y"
782,1971,"VIET NAM","Y"
832,1971,"JAPAN","Y"
861,1971,"HAITI","Y"
928,1971,"ANTARCTICA","Y"
965,1971,"COSTA RICA","Y"
1007,1971,"MAYOTTE","Y"
1085,1971,"GUINEA-BISSAU","Y"
1107,1971,"ANDORRA","Y"
1373,1971,"ERITREA","Y"
1412,1971,"WESTERN SAHARA","Y"
1484,1971,"MONGOLIA","Y"
1524,1971,"GUINEA-BISSAU","Y"
1716,1971,"MALAYSIA","Y"
1734,1971,"MONTSERRAT","Y"
1748,1971,"BENIN","Y"
1815,1971,"GERMANY","Y"
1843,1971,"GEORGIA","Y"
1846,1971,"AZERBAIJAN","Y"
1889,1971,"GUINEA-BISSAU","Y"
1924,1971,"KAZAKHSTAN","Y"
1925,1971,"MALI","Y"
2099,1971,"ECUADOR","Y"
2153,1971,"TONGA","Y"
2190,1971,"CAPE VERDE","Y"
2242,1971,"TAJIKISTAN","Y"
2839,1971,"FAROE ISLANDS","Y"
3303,1971,"TOKELAU","Y"
3383,1971,"ANDORRA","Y"
3514,1971,"IRAQ","Y"
3714,1971,"TOGO","Y"
3715,1971,"JERSEY","Y"
3841,1971,"BHUTAN","Y"
3985,1971,"JAPAN","Y"
4058,1971,"JORDAN","Y"
4066,1971,"NAMIBIA","Y"
4269,1971,"JAPAN","Y"
4450,1971,"FINLAND","Y"
4666,1971,"PITCAIRN","Y"
4905,1971,"NAURU","Y"
4969,1971,"UGANDA","Y"
5048,1971,"JERSEY","Y"
5135,1971,"NIGER","Y"
5294,1971,"ARMENIA","Y"
5709,1971,"ALAND ISLANDS","Y"
5789,1971,"ZIMBABWE","Y"
5805,1971,"EGYPT","Y"
6059,1971,"ALBANIA","Y"
6117,1971,"TUNISIA","Y"
6122,1971,"JAMAICA","Y"
7007,1971,"BOUVET ISLAND","Y"
7188,1971,"CZECH REPUBLIC","Y"
7255,1971,"FRENCH GUIANA","Y"
7296,1971,"SWAZILAND","Y"
7365,1971,"FRANCE","Y"
7508,1971,"NEW ZEALAND","Y"
7522,1971,"AFGHANISTAN","Y"
7597,1971,"BARBADOS","Y"
7843,1971,"NAURU","Y"
7955,1971,"MALTA","Y"
8052,1971,"LIBERIA","Y"
8455,1971,"EGYPT","Y"
8628,1971,"ITALY","Y"
8647,1971,"PAPUA NEW GUINEA","Y"
8992,1971,"CHINA","Y"
9248,1971,"LATVIA","Y"
9378,1971,"SURINAME","Y"
9927,1971,"KIRIBATI","Y"
38,1939,"PARAGUAY","Y"
252,1939,"VIRGIN ISLANDS, U.S.","Y"
463,1939,"BELGIUM","Y"
531,1939,"ICELAND","Y"
565,1939,"MARTINIQUE","Y"
603,1939,"RUSSIAN FEDERATION","Y"
895,1939,"GERMANY","Y"
1127,1939,"PAPUA NEW GUINEA","Y"
1164,1939,"LATVIA","Y"
1231,1939,"VIET NAM","Y"
1279,1939,"GUAM","Y"
1393,1939,"PANAMA","Y"
1573,1939,"SURINAME","Y"
1614,1939,"CAYMAN ISLANDS","Y"
1643,1939,"BAHAMAS","Y"
1644,1939,"MEXICO","Y"
1794,1939,"THAILAND","Y"
1812,1939,"JAMAICA","Y"
1973,1939,"OMAN","Y"
2108,1939,"KAZAKHSTAN","Y"
2258,1939,"ESTONIA","Y"
2412,1939,"PERU","Y"
2513,1939,"EGYPT","Y"
2812,1939,"GAMBIA","Y"
3437,1939,"SOMALIA","Y"
3608,1939,"MOLDOVA, REPUBLIC OF","Y"
3797,1939,"ANTIGUA AND BARBUDA","Y"
3902,1939,"NORFOLK ISLAND","Y"
4143,1939,"BRUNEI DARUSSALAM","Y"
4208,1939,"WALLIS AND FUTUNA","Y"
4307,1939,"CAYMAN ISLANDS","Y"
4412,1939,"KUWAIT","Y"
4533,1939,"CHRISTMAS ISLAND","Y"
4541,1939,"RÉUNION","Y"
4671,1939,"AUSTRIA","Y"
4687,1939,"MALAWI","Y"
5285,1939,"BRUNEI DARUSSALAM","Y"
5577,1939,"SAN MARINO","Y"
5650,1939,"FINLAND","Y"
5796,1939,"URUGUAY","Y"
5854,1939,"CAPE VERDE","Y"
6005,1939,"TIMOR-LESTE","Y"
6170,1939,"LATVIA","Y"
6200,1939,"LEBANON","Y"
6246,1939,"ZAMBIA","Y"
6343,1939,"ESTONIA","Y"
6433,1939,"CROATIA","Y"
6556,1939,"HUNGARY","Y"
6621,1939,"ANGUILLA","Y"
6833,1939,"TAJIKISTAN","Y"
7409,1939,"GAMBIA","Y"
7460,1939,"PANAMA","Y"
7463,1939,"TUVALU","Y"
7536,1939,"NICARAGUA","Y"
7579,1939,"URUGUAY","Y"
7675,1939,"NIUE","Y"
7905,1939,"GEORGIA","Y"
8012,1939,"INDONESIA","Y"
8045,1939,"KENYA","Y"
8046,1939,"WESTERN SAHARA","Y"
8094,1939,"PALAU","Y"
8143,1939,"SYRIAN ARAB REPUBLIC","Y"
8490,1939,"EL SALVADOR","Y"
8578,1939,"BAHRAIN","Y"
8669,1939,"UNITED STATES","Y"
9099,1939,"WESTERN SAHARA","Y"
9146,1939,"INDONESIA","Y"
9310,1939,"AUSTRIA","Y"
9346,1939,"BAHRAIN","Y"
9411,1939,"AMERICAN SAMOA","Y"
9477,1939,"FAROE ISLANDS","Y"
108,1964,"BURUNDI","Y"
485,1964,"HONG KONG","Y"
756,1964,"NIGER","Y"
919,1964,"MOROCCO","Y"
1049,1964,"RWANDA","Y"
1074,1964,"ALAND ISLANDS","Y"
1477,1964,"ANGUILLA","Y"
1631,1964,"ANTIGUA AND BARBUDA","Y"
1916,1964,"RÉUNION","Y"
1985,1964,"VIET NAM","Y"
2117,1964,"BAHRAIN","Y"
2423,1964,"PHILIPPINES","Y"
2447,1964,"MARTINIQUE","Y"
2483,1964,"SAN MARINO","Y"
2548,1964,"SAN MARINO","Y"
2918,1964,"AUSTRIA","Y"
2919,1964,"BOTSWANA","Y"
2937,1964,"KUWAIT","Y"
3050,1964,"HONG KONG","Y"
3250,1964,"DJIBOUTI","Y"
3307,1964,"NETHERLANDS ANTILLES","Y"
3341,1964,"MADAGASCAR","Y"
3479,1964,"ARGENTINA","Y"
3572,1964,"SPAIN","Y"
3746,1964,"MOZAMBIQUE","Y"
3948,1964,"ECUADOR","Y"
4017,1964,"ANGOLA","Y"
4134,1964,"ARUBA","Y"
4141,1964,"RUSSIAN FEDERATION","Y"
4393,1964,"SEYCHELLES","Y"
4554,1964,"CUBA","Y"
4724,1964,"EGYPT","Y"
4753,1964,"FRENCH POLYNESIA","Y"
5098,1964,"PARAGUAY","Y"
5100,1964,"NIGERIA","Y"
5178,1964,"DOMINICA","Y"
5454,1964,"NIGERIA","Y"
5496,1964,"HONG KONG","Y"
5546,1964,"GREECE","Y"
5626,1964,"SOLOMON ISLANDS","Y"
5711,1964,"MONTENEGRO","Y"
5820,1964,"UNITED STATES","Y"
6104,1964,"GHANA","Y"
6208,1964,"COMOROS","Y"
6503,1964,"SIERRA LEONE","Y"
6607,1964,"FRENCH POLYNESIA","Y"
6612,1964,"ARUBA","Y"
6691,1964,"CHRISTMAS ISLAND","Y"
6929,1964,"MONTSERRAT","Y"
6939,1964,"NETHERLANDS ANTILLES","Y"
7167,1964,"ALAND ISLANDS","Y"
7209,1964,"VIET NAM","Y"
7239,1964,"FRANCE","Y"
7485,1964,"EGYPT","Y"
7584,1964,"MONGOLIA","Y"
7650,1964,"TONGA","Y"
7667,1964,"IRELAND","Y"
7672,1964,"ZAMBIA","Y"
7923,1964,"EQUATORIAL GUINEA","Y"
7992,1964,"HONG KONG","Y"
8078,1964,"CAYMAN ISLANDS","Y"
8169,1964,"BURUNDI","Y"
8331,1964,"SAUDI ARABIA","Y"
8406,1964,"BOUVET ISLAND","Y"
8558,1964,"TUNISIA","Y"
8775,1964,"ARUBA","Y"
8807,1964,"PAPUA NEW GUINEA","Y"
9169,1964,"TRINIDAD AND TOBAGO","Y"
9217,1964,"NORFOLK ISLAND","Y"
9227,1964,"UGANDA","Y"
9363,1964,"DJIBOUTI","Y"
105,1945,"VIRGIN ISLANDS, U.S.","Y"
147,1945,"TIMOR-LESTE","Y"
575,1945,"HONDURAS","Y"
1316,1945,"ICELAND","Y"
1692,1945,"ISRAEL","Y"
1751,1945,"LUXEMBOURG","Y"
2041,1945,"KENYA","Y"
2059,1945,"GHANA","Y"
2288,1945,"SWEDEN","Y"
2734,1945,"ALGERIA","Y"
2785,1945,"MAYOTTE","Y"
3221,1945,"AFGHANISTAN","Y"
3301,1945,"ALBANIA","Y"
3429,1945,"KENYA","Y"
3588,1945,"FRANCE","Y"
3627,1945,"RWANDA","Y"
3736,1945,"LATVIA","Y"
3761,1945,"NETHERLANDS ANTILLES","Y"
3787,1945,"GUERNSEY","Y"
3868,1945,"MYANMAR","Y"
4093,1945,"WALLIS AND FUTUNA","Y"
4398,1945,"MEXICO","Y"
4415,1945,"KIRIBATI","Y"
4453,1945,"MACAO","Y"
4572,1945,"BRAZIL","Y"
4648,1945,"KOREA, REPUBLIC OF","Y"
4784,1945,"PUERTO RICO","Y"
4789,1945,"ZIMBABWE","Y"
4816,1945,"NETHERLANDS","Y"
4958,1945,"NIUE","Y"
5076,1945,"NAURU","Y"
5308,1945,"INDONESIA","Y"
5380,1945,"GUATEMALA","Y"
5488,1945,"MALAYSIA","Y"
5500,1945,"TURKEY","Y"
5814,1945,"WALLIS AND FUTUNA","Y"
6090,1945,"LESOTHO","Y"
6097,1945,"NORFOLK ISLAND","Y"
6248,1945,"COMOROS","Y"
6274,1945,"ALBANIA","Y"
6294,1945,"AFGHANISTAN","Y"
6491,1945,"ALBANIA","Y"
6587,1945,"INDONESIA","Y"
6653,1945,"NORWAY","Y"
6791,1945,"NEPAL","Y"
6836,1945,"SWAZILAND","Y"
6846,1945,"KAZAKHSTAN","Y"
6956,1945,"KYRGYZSTAN","Y"
6986,1945,"VENEZUELA","Y"
7106,1945,"SRI LANKA","Y"
7217,1945,"GUATEMALA","Y"
7510,1945,"ANTARCTICA","Y"
7535,1945,"PARAGUAY","Y"
7684,1945,"GHANA","Y"
7728,1945,"SURINAME","Y"
7740,1945,"TRINIDAD AND TOBAGO","Y"
7767,1945,"SWITZERLAND","Y"
8069,1945,"NETHERLANDS","Y"
8243,1945,"CYPRUS","Y"
8298,1945,"VIRGIN ISLANDS, U.S.","Y"
8342,1945,"RÉUNION","Y"
8562,1945,"TUNISIA","Y"
8571,1945,"BRUNEI DARUSSALAM","Y"
8788,1945,"MOROCCO","Y"
8817,1945,"HONG KONG","Y"
9069,1945,"BOUVET ISLAND","Y"
9257,1945,"BANGLADESH","Y"
9430,1945,"SRI LANKA","Y"
9614,1945,"GEORGIA","Y"
9685,1945,"ANTIGUA AND BARBUDA","Y"
9847,1945,"OMAN","Y"
9930,1945,"MONTENEGRO","Y"
24,1951,"GUINEA-BISSAU","Y"
39,1951,"ECUADOR","Y"
314,1951,"UNITED STATES","Y"
347,1951,"RÉUNION","Y"
681,1951,"MALAYSIA","Y"
691,1951,"UNITED KINGDOM","Y"
730,1951,"SWAZILAND","Y"
816,1951,"ESTONIA","Y"
1057,1951,"GIBRALTAR","Y"
1350,1951,"VIET NAM","Y"
1567,1951,"NICARAGUA","Y"
1630,1951,"JAPAN","Y"
1647,1951,"MONACO","Y"
1830,1951,"PAKISTAN","Y"
1854,1951,"MACAO","Y"
1884,1951,"CÔTE D'IVOIRE","Y"
2235,1951,"UGANDA","Y"
2247,1951,"INDONESIA","Y"
2301,1951,"UZBEKISTAN","Y"
2364,1951,"NEW ZEALAND","Y"
3082,1951,"VIET NAM","Y"
3297,1951,"CZECH REPUBLIC","Y"
3473,1951,"AFGHANISTAN","Y"
3475,1951,"SUDAN","Y"
3623,1951,"PAPUA NEW GUINEA","Y"
4174,1951,"SOLOMON ISLANDS","Y"
4238,1951,"SEYCHELLES","Y"
4334,1951,"MARTINIQUE","Y"
4586,1951,"ANGOLA","Y"
4772,1951,"RÉUNION","Y"
4827,1951,"NEW CALEDONIA","Y"
4858,1951,"HAITI","Y"
4922,1951,"LATVIA","Y"
5045,1951,"PAPUA NEW GUINEA","Y"
5161,1951,"CAYMAN ISLANDS","Y"
5169,1951,"MALDIVES","Y"
5266,1951,"AMERICAN SAMOA","Y"
5349,1951,"SAUDI ARABIA","Y"
5394,1951,"MALTA","Y"
5503,1951,"LESOTHO","Y"
5930,1951,"UNITED STATES","Y"
5993,1951,"PITCAIRN","Y"
6025,1951,"BELGIUM","Y"
6054,1951,"YEMEN","Y"
6096,1951,"SYRIAN ARAB REPUBLIC","Y"
6121,1951,"PAKISTAN","Y"
6163,1951,"SWAZILAND","Y"
6280,1951,"EL SALVADOR","Y"
6394,1951,"LATVIA","Y"
6488,1951,"CZECH REPUBLIC","Y"
6736,1951,"TURKEY","Y"
7026,1951,"MAURITANIA","Y"
7430,1951,"CANADA","Y"
7551,1951,"SWITZERLAND","Y"
7623,1951,"LITHUANIA","Y"
7674,1951,"BULGARIA","Y"
7703,1951,"IRELAND","Y"
7948,1951,"LIBERIA","Y"
8043,1951,"TIMOR-LESTE","Y"
8081,1951,"COMOROS","Y"
8111,1951,"GAMBIA","Y"
8158,1951,"MADAGASCAR","Y"
8317,1951,"NAMIBIA","Y"
8794,1951,"VIET NAM","Y"
8911,1951,"HUNGARY","Y"
8961,1951,"HONG KONG","Y"
9003,1951,"GEORGIA","Y"
9048,1951,"BHUTAN","Y"
9085,1951,"ALGERIA","Y"
9609,1951,"BELIZE","Y"
9679,1951,"UNITED ARAB EMIRATES","Y"
9791,1951,"KYRGYZSTAN","Y"
3,1979,"NIUE","Y"
251,1979,"SUDAN","Y"
265,1979,"UNITED STATES","Y"
326,1979,"QATAR","Y"
590,1979,"ERITREA","Y"
684,1979,"BAHAMAS","Y"
728,1979,"JAPAN","Y"
1025,1979,"GHANA","Y"
1059,1979,"ANGUILLA","Y"
1139,1979,"NIGER","Y"
1222,1979,"AZERBAIJAN","Y"
1323,1979,"LITHUANIA","Y"
1471,1979,"PERU","Y"
1569,1979,"BAHAMAS","Y"
1669,1979,"SYRIAN ARAB REPUBLIC","Y"
1796,1979,"UNITED ARAB EMIRATES","Y"
1871,1979,"NEW CALEDONIA","Y"
1874,1979,"BHUTAN","Y"
2028,1979,"SAUDI ARABIA","Y"
2606,1979,"BELIZE","Y"
2617,1979,"FRANCE","Y"
3032,1979,"CYPRUS","Y"
3197,1979,"UNITED ARAB EMIRATES","Y"
3394,1979,"VIRGIN ISLANDS, U.S.","Y"
3500,1979,"SAN MARINO","Y"
3684,1979,"HAITI","Y"
3754,1979,"ISRAEL","Y"
3810,1979,"HUNGARY","Y"
3867,1979,"ETHIOPIA","Y"
3962,1979,"MOZAMBIQUE","Y"
4205,1979,"CHINA","Y"
4346,1979,"KUWAIT","Y"
4360,1979,"GUAM","Y"
4440,1979,"INDONESIA","Y"
4455,1979,"SWITZERLAND","Y"
4467,1979,"TAJIKISTAN","Y"
5052,1979,"MAURITIUS","Y"
5148,1979,"SLOVENIA","Y"
5314,1979,"TOGO","Y"
5435,1979,"ZIMBABWE","Y"
5514,1979,"UZBEKISTAN","Y"
5732,1979,"GHANA","Y"
6042,1979,"MAURITANIA","Y"
6120,1979,"MONTSERRAT","Y"
6206,1979,"MOLDOVA, REPUBLIC OF","Y"
6224,1979,"CUBA","Y"
6289,1979,"ANTIGUA AND BARBUDA","Y"
6314,1979,"GIBRALTAR","Y"
6883,1979,"COMOROS","Y"
6968,1979,"ANTARCTICA","Y"
6997,1979,"SAN MARINO","Y"
7050,1979,"JAPAN","Y"
7091,1979,"ANTIGUA AND BARBUDA","Y"
7093,1979,"EQUATORIAL GUINEA","Y"
7537,1979,"SRI LANKA","Y"
7761,1979,"GERMANY","Y"
7822,1979,"PORTUGAL","Y"
7935,1979,"NORFOLK ISLAND","Y"
8085,1979,"CYPRUS","Y"
8340,1979,"RUSSIAN FEDERATION","Y"
8434,1979,"NIGER","Y"
8544,1979,"MALTA","Y"
9008,1979,"SINGAPORE","Y"
9114,1979,"MOLDOVA, REPUBLIC OF","Y"
9134,1979,"MALAWI","Y"
9175,1979,"JORDAN","Y"
9199,1979,"MARSHALL ISLANDS","Y"
9276,1979,"GEORGIA","Y"
9294,1979,"ANDORRA","Y"
9307,1979,"SIERRA LEONE","Y"
9333,1979,"INDIA","Y"
9674,1979,"JAMAICA","Y"
9816,1979,"JAMAICA","Y"
114,1988,"MEXICO","Y"
228,1988,"FRENCH POLYNESIA","Y"
337,1988,"ISLE OF MAN","Y"
418,1988,"GREECE","Y"
661,1988,"URUGUAY","Y"
719,1988,"CROATIA","Y"
903,1988,"ROMANIA","Y"
1068,1988,"GUYANA","Y"
1128,1988,"WALLIS AND FUTUNA","Y"
1196,1988,"HAITI","Y"
1243,1988,"HONDURAS","Y"
1390,1988,"TUVALU","Y"
1405,1988,"SIERRA LEONE","Y"
1627,1988,"PUERTO RICO","Y"
1742,1988,"JORDAN","Y"
1829,1988,"EQUATORIAL GUINEA","Y"
1980,1988,"BAHAMAS","Y"
1989,1988,"RWANDA","Y"
1997,1988,"BARBADOS","Y"
2026,1988,"MALAYSIA","Y"
2291,1988,"MADAGASCAR","Y"
2395,1988,"UKRAINE","Y"
2420,1988,"HONDURAS","Y"
2620,1988,"PITCAIRN","Y"
2651,1988,"ESTONIA","Y"
2772,1988,"KYRGYZSTAN","Y"
2783,1988,"BARBADOS","Y"
2908,1988,"SYRIAN ARAB REPUBLIC","Y"
2994,1988,"SYRIAN ARAB REPUBLIC","Y"
3072,1988,"PORTUGAL","Y"
3074,1988,"UNITED KINGDOM","Y"
3421,1988,"BELIZE","Y"
3696,1988,"MOZAMBIQUE","Y"
4027,1988,"SOMALIA","Y"
4039,1988,"SOMALIA","Y"
4062,1988,"ISRAEL","Y"
4135,1988,"SERBIA","Y"
4225,1988,"ESTONIA","Y"
4451,1988,"JORDAN","Y"
4558,1988,"AUSTRALIA","Y"
4625,1988,"GAMBIA","Y"
4963,1988,"LESOTHO","Y"
5047,1988,"LIBERIA","Y"
5421,1988,"JORDAN","Y"
5437,1988,"PHILIPPINES","Y"
5554,1988,"UNITED KINGDOM","Y"
5651,1988,"LATVIA","Y"
5729,1988,"KOREA, REPUBLIC OF","Y"
5828,1988,"DENMARK","Y"
5851,1988,"BURUNDI","Y"
6007,1988,"ALBANIA","Y"
6187,1988,"ZAMBIA","Y"
6291,1988,"GAMBIA","Y"
6399,1988,"AZERBAIJAN","Y"
6803,1988,"UNITED KINGDOM","Y"
6859,1988,"FAROE ISLANDS","Y"
6908,1988,"ARGENTINA","Y"
7151,1988,"GAMBIA","Y"
7254,1988,"GABON","Y"
7748,1988,"NAURU","Y"
7808,1988,"MAURITIUS","Y"
7878,1988,"SLOVENIA","Y"
8082,1988,"TUVALU","Y"
8108,1988,"KYRGYZSTAN","Y"
8274,1988,"GUATEMALA","Y"
8531,1988,"LEBANON","Y"
8553,1988,"TURKMENISTAN","Y"
8599,1988,"AZERBAIJAN","Y"
8833,1988,"EGYPT","Y"
8851,1988,"CAMEROON","Y"
9128,1988,"QATAR","Y"
9601,1988,"OMAN","Y"
9813,1988,"MAURITANIA","Y"
181,1972,"BELIZE","Y"
227,1972,"NIGERIA","Y"
496,1972,"CAMBODIA","Y"
510,1972,"SWAZILAND","Y"
651,1972,"AZERBAIJAN","Y"
852,1972,"ARMENIA","Y"
959,1972,"SOUTH AFRICA","Y"
1026,1972,"LATVIA","Y"
1084,1972,"VIET NAM","Y"
1162,1972,"SWITZERLAND","Y"
1479,1972,"GHANA","Y"
1656,1972,"IRELAND","Y"
1659,1972,"UGANDA","Y"
1805,1972,"SAMOA","Y"
2035,1972,"SEYCHELLES","Y"
2110,1972,"ESTONIA","Y"
2466,1972,"ICELAND","Y"
2508,1972,"NEW ZEALAND","Y"
2539,1972,"EL SALVADOR","Y"
2599,1972,"SWAZILAND","Y"
2658,1972,"MONGOLIA","Y"
2683,1972,"CAPE VERDE","Y"
2739,1972,"GAMBIA","Y"
2913,1972,"PITCAIRN","Y"
2991,1972,"KAZAKHSTAN","Y"
3020,1972,"SAMOA","Y"
3346,1972,"AUSTRALIA","Y"
3382,1972,"CHRISTMAS ISLAND","Y"
3549,1972,"ISRAEL","Y"
3550,1972,"BOTSWANA","Y"
3775,1972,"ECUADOR","Y"
4064,1972,"HUNGARY","Y"
4211,1972,"JORDAN","Y"
4222,1972,"ANGOLA","Y"
4578,1972,"SENEGAL","Y"
4702,1972,"TUVALU","Y"
4712,1972,"HUNGARY","Y"
5018,1972,"LEBANON","Y"
5244,1972,"FINLAND","Y"
5250,1972,"SPAIN","Y"
5303,1972,"MONTENEGRO","Y"
5918,1972,"PORTUGAL","Y"
5927,1972,"UKRAINE","Y"
6309,1972,"ARGENTINA","Y"
6497,1972,"LUXEMBOURG","Y"
6650,1972,"PITCAIRN","Y"
6669,1972,"RUSSIAN FEDERATION","Y"
6786,1972,"YEMEN","Y"
6925,1972,"ANTARCTICA","Y"
6963,1972,"BELGIUM","Y"
6988,1972,"ROMANIA","Y"
7014,1972,"CZECH REPUBLIC","Y"
7035,1972,"PAKISTAN","Y"
7057,1972,"EL SALVADOR","Y"
7062,1972,"SYRIAN ARAB REPUBLIC","Y"
7125,1972,"NIGERIA","Y"
7274,1972,"TIMOR-LESTE","Y"
7384,1972,"ARMENIA","Y"
7774,1972,"OMAN","Y"
7828,1972,"GREECE","Y"
8092,1972,"VENEZUELA","Y"
8375,1972,"KOREA, REPUBLIC OF","Y"
8525,1972,"GIBRALTAR","Y"
8690,1972,"WESTERN SAHARA","Y"
8797,1972,"FRANCE","Y"
8876,1972,"HONG KONG","Y"
8960,1972,"ARMENIA","Y"
8978,1972,"AUSTRIA","Y"
9168,1972,"BURKINA FASO","Y"
9259,1972,"TAJIKISTAN","Y"
9556,1972,"BERMUDA","Y"
9764,1972,"SAINT HELENA","Y"
9777,1972,"SERBIA","Y"
235,1973,"UZBEKISTAN","Y"
308,1973,"KENYA","Y"
458,1973,"MAURITANIA","Y"
538,1973,"CANADA","Y"
588,1973,"POLAND","Y"
624,1973,"NEW ZEALAND","Y"
885,1973,"MAYOTTE","Y"
968,1973,"SWEDEN","Y"
1038,1973,"WESTERN SAHARA","Y"
1048,1973,"ANTARCTICA","Y"
1111,1973,"MALDIVES","Y"
1356,1973,"CZECH REPUBLIC","Y"
1394,1973,"MEXICO","Y"
1489,1973,"TURKEY","Y"
1542,1973,"PANAMA","Y"
1698,1973,"BOUVET ISLAND","Y"
1736,1973,"SAMOA","Y"
1840,1973,"MONTENEGRO","Y"
2000,1973,"SPAIN","Y"
2032,1973,"NEPAL","Y"
2331,1973,"BELARUS","Y"
2541,1973,"BENIN","Y"
2798,1973,"WESTERN SAHARA","Y"
2864,1973,"GHANA","Y"
3065,1973,"COMOROS","Y"
3113,1973,"GREENLAND","Y"
3153,1973,"MONTENEGRO","Y"
3209,1973,"BAHRAIN","Y"
3254,1973,"CAMBODIA","Y"
3287,1973,"HONG KONG","Y"
3381,1973,"ANTIGUA AND BARBUDA","Y"
3702,1973,"QATAR","Y"
3796,1973,"MONACO","Y"
4040,1973,"TONGA","Y"
4444,1973,"GABON","Y"
4477,1973,"TUNISIA","Y"
4610,1973,"ARMENIA","Y"
4642,1973,"MAYOTTE","Y"
4649,1973,"BANGLADESH","Y"
4889,1973,"SIERRA LEONE","Y"
5015,1973,"ECUADOR","Y"
